ICD,Desc
H53.129,Transient visual loss unspecified eye 
H53.149,Visual discomfort unspecified 
H53.15,Visual distortions of shape and size 
H53.19,Other subjective visual disturbances 
H53.16,Psychophysical visual disturbances 
H53.2,Diplopia 
H53.30,Unspecified disorder of binocular vision 
H53.34,Suppression of binocular vision 
H53.33,Simultaneous visual perception without fusion 
H53.32,Fusion with defective stereopsis 
H53.31,Abnormal retinal correspondence 
H53.40,Unspecified visual field defects 
H53.419,Scotoma involving central area unspecified eye 
H53.429,Scotoma of blind spot area unspecified eye 
H53.439,Sector or arcuate defects unspecified eye 
H53.459,Other localized visual field defect unspecified eye 
H53.489,Generalized contraction of visual field unspecified eye 
H53.469,Homonymous bilateral field defects unspecified side 
H53.47,Heteronymous bilateral field defects 
H53.54,Protanomaly 
H53.53,Deuteranomaly 
H53.55,Tritanomaly 
H53.51,Achromatopsia 
H53.52,Acquired color vision deficiency 
H53.59,Other color vision deficiencies 
H53.60,Unspecified night blindness 
H53.63,Congenital night blindness 
H53.62,Acquired night blindness 
H53.61,Abnormal dark adaptation curve 
H53.69,Other night blindness 
H53.8,Other visual disturbances 
H53.9,Unspecified visual disturbance 
H54.0,Blindness both eyes 
H54.0,Blindness both eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.2,Low vision both eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.10,Blindness one eye low vision other eye unspecified eyes 
H54.2,Low vision both eyes 
H54.3,Unqualified visual loss both eyes 
H54.8,Legal blindness as defined in USA 
H54.40,Blindness one eye unspecified eye 
H54.41,Blindness right eye normal vision left eye 
H54.41,Blindness right eye normal vision left eye 
H54.41,Blindness right eye normal vision left eye 
H54.41,Blindness right eye normal vision left eye 
H54.41,Blindness right eye normal vision left eye 
H54.41,Blindness right eye normal vision left eye 
H54.41,Blindness right eye normal vision left eye 
H54.41,Blindness right eye normal vision left eye 
H54.41,Blindness right eye normal vision left eye 
H54.50,Low vision one eye unspecified eye 
H54.40,Blindness one eye unspecified eye 
H54.40,Blindness one eye unspecified eye 
H54.40,Blindness one eye unspecified eye 
H54.50,Low vision one eye unspecified eye 
H54.50,Low vision one eye unspecified eye 
H54.50,Low vision one eye unspecified eye 
H54.60,Unqualified visual loss one eye unspecified 
H54.7,Unspecified visual loss 
H16.009,Unspecified corneal ulcer unspecified eye 
H16.049,Marginal corneal ulcer unspecified eye 
H16.029,Ring corneal ulcer unspecified eye 
H16.019,Central corneal ulcer unspecified eye 
H16.039,Corneal ulcer with hypopyon unspecified eye 
H16.069,Mycotic corneal ulcer unspecified eye 
H16.079,Perforated corneal ulcer unspecified eye 
H16.059,Mooren's corneal ulcer unspecified eye 
H16.109,Unspecified superficial keratitis unspecified eye 
H16.149,Punctate keratitis unspecified eye 
H16.119,Macular keratitis unspecified eye 
H16.129,Filamentary keratitis unspecified eye 
H16.139,Photokeratitis unspecified eye 
H16.259,Phlyctenular keratoconjunctivitis unspecified eye 
H16.269,Vernal keratoconjunctivitis with limbar and corneal involvement unspecified eye 
H16.229,Keratoconjunctivitis sicca not specified as Sjogren's unspecified eye 
H16.219,Exposure keratoconjunctivitis unspecified eye 
H16.239,Neurotrophic keratoconjunctivitis unspecified eye 
H16.209,Unspecified keratoconjunctivitis unspecified eye 
H16.299,Other keratoconjunctivitis unspecified eye 
H16.299,Other keratoconjunctivitis unspecified eye 
H16.309,Unspecified interstitial keratitis unspecified eye 
H16.329,Diffuse interstitial keratitis unspecified eye 
H16.339,Sclerosing keratitis unspecified eye 
H16.319,Corneal abscess unspecified eye 
H16.399,Other interstitial and deep keratitis unspecified eye 
H16.409,Unspecified corneal neovascularization unspecified eye 
H16.439,Localized vascularization of cornea unspecified eye 
H16.429,Pannus (corneal) unspecified eye 
H16.449,Deep vascularization of cornea unspecified eye 
H16.419,Ghost vessels (corneal) unspecified eye 
H16.8,Other keratitis 
H16.9,Unspecified keratitis 
H17.9,Unspecified corneal scar and opacity 
H17.819,Minor opacity of cornea unspecified eye 
H17.829,Peripheral opacity of cornea unspecified eye 
H17.13,Central corneal opacity bilateral 
H17.03,Adherent leukoma bilateral 
A18.59,Other tuberculosis of eye 
H18.009,Unspecified corneal deposit unspecified eye 
H18.019,Anterior corneal pigmentations unspecified eye 
H18.069,Stromal corneal pigmentations unspecified eye 
H18.059,Posterior corneal pigmentations unspecified eye 
H18.049,Kayser-Fleischer ring unspecified eye 
H18.039,Corneal deposits in metabolic disorders unspecified eye 
H18.029,Argentous corneal deposits unspecified eye 
H18.20,Unspecified corneal edema 
H18.229,Idiopathic corneal edema unspecified eye 
H18.239,Secondary corneal edema unspecified eye 
H18.13,Bullous keratopathy bilateral 
H18.219,Corneal edema secondary to contact lens unspecified eye 
H18.30,Unspecified corneal membrane change 
H18.319,Folds and rupture in Bowman's membrane unspecified eye 
H18.329,Folds in Descemet's membrane unspecified eye 
H18.339,Rupture in Descemet's membrane unspecified eye 
H18.40,Unspecified corneal degeneration 
H18.419,Arcus senilis unspecified eye 
H18.839,Recurrent erosion of cornea unspecified eye 
H18.429,Band keratopathy unspecified eye 
H18.43,Other calcerous corneal degeneration 
H18.449,Keratomalacia unspecified eye 
H18.459,Nodular corneal degeneration unspecified eye 
H18.469,Peripheral corneal degeneration unspecified eye 
H18.49,Other corneal degeneration 
H18.50,Unspecified hereditary corneal dystrophies 
H18.52,Epithelial (juvenile) corneal dystrophy 
H18.59,Other hereditary corneal dystrophies 
H18.53,Granular corneal dystrophy 
H18.54,Lattice corneal dystrophy 
H18.55,Macular corneal dystrophy 
H18.59,Other hereditary corneal dystrophies 
H18.51,Endothelial corneal dystrophy 
H18.59,Other hereditary corneal dystrophies 
H18.609,Keratoconus unspecified unspecified eye 
H18.619,Keratoconus stable unspecified eye 
H18.629,Keratoconus unstable unspecified eye 
H18.70,Unspecified corneal deformity 
H18.719,Corneal ectasia unspecified eye 
H18.739,Descemetocele unspecified eye 
H18.729,Corneal staphyloma unspecified eye 
H18.819,Anesthesia and hypoesthesia of cornea unspecified eye 
H18.829,Corneal disorder due to contact lens unspecified eye 
H18.899,Other specified disorders of cornea unspecified eye 
H18.9,Unspecified disorder of cornea 
H10.33,Unspecified acute conjunctivitis bilateral 
H10.239,Serous conjunctivitis except viral unspecified eye 
H10.019,Acute follicular conjunctivitis unspecified eye 
H10.029,Other mucopurulent conjunctivitis unspecified eye 
H10.229,Pseudomembranous conjunctivitis unspecified eye 
H10.13,Acute atopic conjunctivitis bilateral 
H10.219,Acute toxic conjunctivitis unspecified eye 
H10.409,Unspecified chronic conjunctivitis unspecified eye 
H10.429,Simple chronic conjunctivitis unspecified eye 
H10.439,Chronic follicular conjunctivitis unspecified eye 
H10.44,Vernal conjunctivitis 
H10.45,Other chronic allergic conjunctivitis 
H10.89,Other conjunctivitis 
H10.509,Unspecified blepharoconjunctivitis unspecified eye 
H10.529,Angular blepharoconjunctivitis unspecified eye 
H10.539,Contact blepharoconjunctivitis unspecified eye 
H10.9,Unspecified conjunctivitis 
H10.89,Other conjunctivitis 
H10.89,Other conjunctivitis 
H10.819,Pingueculitis unspecified eye 
H10.89,Other conjunctivitis 
H11.009,Unspecified pterygium of unspecified eye 
H11.049,Peripheral pterygium stationary unspecified eye 
H11.059,Peripheral pterygium progressive unspecified eye 
H11.029,Central pterygium of unspecified eye 
H11.039,Double pterygium of unspecified eye 
H11.069,Recurrent pterygium of unspecified eye 
H11.10,Unspecified conjunctival degenerations 
H11.159,Pinguecula unspecified eye 
H11.819,Pseudopterygium of conjunctiva unspecified eye 
H11.149,Conjunctival xerosis unspecified unspecified eye 
H11.129,Conjunctival concretions unspecified eye 
H11.139,Conjunctival pigmentations unspecified eye 
H11.119,Conjunctival deposits unspecified eye 
H11.229,Conjunctival granuloma unspecified 
H11.219,Conjunctival adhesions and strands (localized) unspecified eye 
H11.239,Symblepharon unspecified eye 
H11.249,Scarring of conjunctiva unspecified eye 
H11.439,Conjunctival hyperemia unspecified eye 
H11.33,Conjunctival hemorrhage bilateral 
H11.429,Conjunctival edema unspecified eye 
H11.419,Vascular abnormalities of conjunctiva unspecified eye 
H11.449,Conjunctival cysts unspecified eye 
H11.829,Conjunctivochalasis unspecified eye 
H11.89,Other specified disorders of conjunctiva 
H11.9,Unspecified disorder of conjunctiva 
H01.009,Unspecified blepharitis unspecified eye unspecified eyelid 
H01.019,Ulcerative blepharitis unspecified eye unspecified eyelid 
H01.029,Squamous blepharitis unspecified eye unspecified eyelid 
H00.019,Hordeolum externum unspecified eye unspecified eyelid 
H00.029,Hordeolum internum unspecified eye unspecified eyelid 
H00.039,Abscess of eyelid unspecified eye unspecified eyelid 
H00.19,Chalazion unspecified eye unspecified eyelid 
H01.139,Eczematous dermatitis of unspecified eye unspecified eyelid 
H01.119,Allergic dermatitis of unspecified eye unspecified eyelid 
H01.149,Xeroderma of unspecified eye unspecified eyelid 
H01.129,Discoid lupus erythematosus of unspecified eye unspecified eyelid 
H01.8,Other specified inflammations of eyelid 
H01.8,Other specified inflammations of eyelid 
H01.8,Other specified inflammations of eyelid 
H01.8,Other specified inflammations of eyelid 
H01.9,Unspecified inflammation of eyelid 
H02.009,Unspecified entropion of unspecified eye unspecified eyelid 
H02.039,Senile entropion of unspecified eye unspecified eyelid 
H02.029,Mechanical entropion of unspecified eye unspecified eyelid 
H02.049,Spastic entropion of unspecified eye unspecified eyelid 
H02.019,Cicatricial entropion of unspecified eye unspecified eyelid 
H02.059,Trichiasis without entropian unspecified eye unspecified eyelid 
H02.109,Unspecified ectropion of unspecified eye unspecified eyelid 
H02.139,Senile ectropion of unspecified eye unspecified eyelid 
H02.129,Mechanical ectropion of unspecified eye unspecified eyelid 
H02.149,Spastic ectropion of unspecified eye unspecified eyelid 
H02.119,Cicatricial ectropion of unspecified eye unspecified eyelid 
H02.209,Unspecified lagophthalmos unspecified eye unspecified eyelid 
H02.239,Paralytic lagophthalmos unspecified eye unspecified eyelid 
H02.229,Mechanical lagophthalmos unspecified eye unspecified eyelid 
H02.219,Cicatricial lagophthalmos unspecified eye unspecified eyelid 
H02.409,Unspecified ptosis of unspecified eyelid 
H02.439,Paralytic ptosis unspecified eyelid 
H02.429,Myogenic ptosis of unspecified eyelid 
H02.419,Mechanical ptosis of unspecified eyelid 
H02.36,Blepharochalasis left eye unspecified eyelid 
H02.539,Eyelid retraction unspecified eye unspecified lid 
H02.519,Abnormal innervation syndrome unspecified eye unspecified eyelid 
H02.59,Other disorders affecting eyelid function 
H02.59,Other disorders affecting eyelid function 
H02.529,Blepharophimosis unspecified eye unspecified lid 
H02.70,Unspecified degenerative disorders of eyelid and periocular area 
H02.66,Xanthelasma of left eye unspecified eyelid 
H02.719,Chloasma of unspecified eye unspecified eyelid and periocular area 
H02.739,Vitiligo of unspecified eye unspecified eyelid and periocular area 
H02.869,Hypertrichosis of unspecified eye unspecified eyelid 
H02.729,Madarosis of unspecified eye unspecified eyelid and periocular area 
H02.79,Other degenerative disorders of eyelid and periocular area 
H02.89,Other specified disorders of eyelid 
H02.849,Edema of unspecified eye unspecified eyelid 
H02.859,Elephantiasis of unspecified eye unspecified eyelid 
H02.829,Cysts of unspecified eye unspecified eyelid 
H02.879,Vascular anomalies of unspecified eye unspecified eyelid 
H02.819,Retained foreign body in unspecified eye unspecified eyelid 
H02.839,Dermatochalasis of unspecified eye unspecified eyelid 
